Date and Time,Battery Voltage,CR10 Temperature,Wind Direction 10 Minutes,Wind Speed 10 Minutes,Wind Gust 10 Minutes,Hourly Average Direction,Hourly Average Speed,Hourly Maximum Gust,Hourly Gust Time,Hourly Gust Direction,Last Minute Average Temperature,Total Hourly Rain,Average RH over previous minute,Maximum Hourly Air Temperature,Minimum Hourly Air Temperature,Maximum Hourly Rainfall Rate,Time of Rainfall
25/01/17 06:00,14.10,13.69,276.40,2.343,3.128,280,1.948,3.545,05:23,280.50,2.118,0.00,91.20,2.657,2.118,0,05:01
25/01/17 07:00,14.11,13.60,304.40,2.292,3.384,290,2.737,4.923,06:24,283.70,1.241,0.00,93.20,2.147,1.179,0,06:01
25/01/17 08:00,14.11,13.48,345.60,0.233,1.364,340,0.982,2.743,07:03,304.30,1.421,0.00,93.20,1.829,1.198,0,07:01
25/01/17 09:00,14.12,13.39,350.70,0.845,4.699,10,1.262,4.699,08:59,7.82,2.266,0.00,94.80,2.332,1.467,0,08:01
25/01/17 10:00,14.12,13.33,288.10,2.117,3.416,290,1.509,4.859,09:08,356.10,3.386,0.00,96.60,3.451,2.362,0,09:01
25/01/17 11:00,14.12,13.28,313.30,0.643,2.615,310,1.464,4.186,10:35,338.60,3.846,0.00,96.90,3.975,3.162,0,10:01
25/01/17 12:00,14.12,13.30,298.40,3.759,6.014,360,2.506,6.014,11:54,296.00,3.794,0.00,96.40,4.164,3.744,0,11:01
25/01/17 13:00,14.12,13.33,320.30,2.269,4.795,290,2.827,5.693,12:09,298.70,4.024,0.00,96.00,4.251,3.690,0,12:01
25/01/17 14:00,14.12,13.33,333.20,2.678,5.533,310,2.692,5.533,13:51,333.90,4.024,0.00,95.30,4.182,3.762,0,13:01
25/01/17 15:00,14.12,13.33,291.00,3.465,6.463,290,4.224,7.360,14:39,289.80,3.739,0.00,95.00,4.198,3.524,0,14:01
25/01/17 16:00,14.12,13.35,315.50,4.980,7.620,310,4.377,7.620,15:59,309.00,2.967,0.00,95.70,3.812,2.967,0,15:01
25/01/17 17:00,14.11,13.33,341.60,4.991,7.070,340,4.781,7.840,16:02,289.60,2.845,0.00,96.50,3.188,2.691,0,16:01
25/01/17 18:00,14.12,13.33,299.90,6.009,10.020,300,5.036,10.180,17:35,288.00,1.932,0.00,97.00,2.720,1.932,0,17:01
25/01/17 19:00,14.12,13.28,292.40,5.535,8.930,300,6.720,11.340,18:29,311.90,1.289,0.00,98.10,2.062,1.133,0,18:01
25/01/17 20:00,14.12,13.22,316.70,6.426,9.480,290,6.072,12.110,19:06,295.10,0.709,0.00,97.40,1.444,0.633,0,19:01
25/01/17 21:00,14.12,13.15,327.60,5.077,8.100,330,5.947,10.410,20:42,322.20,0.181,0.00,97.00,0.809,0.181,0,20:01
25/01/17 22:00,14.13,13.06,296.40,7.800,11.400,320,6.690,11.400,21:52,318.30,0.236,0.00,96.40,0.446,0.000,0,21:01
25/01/17 23:00,14.13,12.97,306.00,5.178,10.280,300,6.600,11.300,22:01,276.10,0.297,0.00,94.90,0.488,0.215,0,22:01
26/01/17 00:00,14.13,12.88,318.20,6.911,10.250,300,7.220,11.370,23:07,291.10,-0.282,0.00,93.30,0.341,-0.332,0,23:01
26/01/17 01:00,14.14,12.79,328.70,5.844,9.930,340,6.092,12.360,00:18,317.30,-0.216,0.00,90.60,0.026,-0.638,0,00:01
26/01/17 02:00,14.14,12.73,304.40,6.667,11.500,310,6.002,11.660,01:03,341.80,-0.253,0.00,88.30,-0.143,-0.449,0,01:01
26/01/17 03:00,14.14,12.61,324.70,5.439,8.900,340,6.908,11.720,02:25,305.20,0.053,0.00,87.80,0.053,-0.363,0,02:01
26/01/17 04:00,14.14,12.53,339.70,5.692,9.890,310,6.605,14.060,03:21,307.10,0.016,0.00,84.80,0.121,-0.185,0,03:01
26/01/17 05:00,14.14,12.44,315.10,10.690,14.580,320,9.100,14.580,04:51,307.00,-0.344,0.00,86.10,0.075,-0.378,0,04:01
26/01/17 06:00,14.16,12.28,315.60,10.460,14.860,330,8.790,14.860,05:59,314.00,-0.200,0.00,86.20,-0.017,-0.331,0,05:01
26/01/17 07:00,14.16,12.13,326.10,10.680,14.770,310,8.860,14.770,06:51,317.30,-0.321,0.00,86.50,0.019,-0.438,0,06:01
26/01/17 08:00,14.16,11.99,340.30,8.150,11.790,330,8.660,14.250,07:46,311.50,-0.360,0.00,85.20,-0.223,-0.584,0,07:01
26/01/17 09:00,14.17,11.88,329.50,9.520,13.520,340,8.820,16.720,08:40,340.60,-0.872,0.00,86.90,-0.326,-0.937,0,08:01
26/01/17 10:00,14.17,11.75,326.30,6.890,11.020,310,9.000,15.280,09:30,307.70,-0.598,0.00,85.30,-0.598,-0.977,0,09:01
26/01/17 11:00,14.17,11.64,328.00,7.840,12.430,340,8.040,15.250,10:27,335.30,-0.721,0.00,83.50,-0.518,-0.903,0,10:01
26/01/17 12:00,14.17,11.55,6.66,8.850,12.620,340,8.960,15.700,11:22,337.80,-0.634,0.00,82.00,-0.598,-0.902,0,11:01
26/01/17 13:00,14.18,11.49,324.60,9.810,13.710,330,8.070,13.900,12:45,328.70,-0.791,0.00,82.10,-0.460,-0.931,0,12:01
26/01/17 14:00,14.18,11.40,333.20,6.298,9.990,340,7.540,14.450,13:30,342.90,-0.094,0.00,79.10,-0.014,-0.718,0,13:01
26/01/17 15:00,14.18,11.33,326.40,7.110,9.350,350,7.120,13.320,14:07,358.20,0.076,0.00,79.20,0.338,-0.195,0,14:01
26/01/17 16:00,14.18,11.29,341.10,6.457,10.020,310,7.110,13.200,15:30,310.70,0.159,0.00,80.30,0.265,-0.068,0,15:01
26/01/17 17:00,14.19,11.27,292.20,7.780,11.500,310,7.320,11.530,16:28,305.70,-0.072,0.00,82.30,0.229,-0.163,0,16:01
26/01/17 18:00,14.18,11.22,292.10,6.355,11.270,300,7.830,13.040,17:18,292.30,-0.376,0.00,85.20,-0.087,-0.468,0,17:01
26/01/17 19:00,14.19,11.20,276.90,6.764,9.860,280,6.452,12.910,18:36,273.50,-0.368,0.00,85.10,-0.269,-0.441,0,18:01
26/01/17 20:00,14.19,11.18,261.60,6.740,10.730,270,6.521,12.680,19:12,274.20,-0.760,0.00,86.40,-0.368,-0.763,0,19:01
26/01/17 21:00,14.18,11.14,270.90,7.720,10.500,270,6.843,11.530,20:27,261.10,-0.672,0.00,86.20,-0.643,-0.770,0,20:01
26/01/17 22:00,14.19,11.09,268.10,7.240,10.950,270,8.340,13.290,21:13,268.60,-0.189,0.00,85.40,-0.189,-0.649,0,21:01
26/01/17 23:00,14.19,11.07,270.30,6.755,10.700,270,6.467,10.700,23:00,266.90,-0.182,0.00,85.90,0.004,-0.186,0,22:01
26/01/17 00:00,14.18,11.05,271.70,7.380,10.150,270,7.850,12.390,23:32,265.10,-0.263,0.00,86.90,-0.091,-0.307,0,23:01
27/01/17 01:00,14.18,11.05,266.40,7.670,9.990,270,7.280,10.790,00:13,276.90,-0.142,0.00,87.60,-0.041,-0.268,0,00:01
27/01/17 02:00,14.19,11.05,265.40,7.850,10.020,270,6.780,11.050,01:49,267.10,0.049,0.00,88.80,0.056,-0.217,0,01:01
27/01/17 03:00,14.19,11.03,264.00,5.202,7.580,270,6.965,10.860,02:02,270.40,-0.098,0.00,88.50,0.109,-0.151,0,02:01
27/01/17 04:00,14.19,10.98,243.10,5.666,9.000,240,4.871,9.000,04:00,242.70,-0.149,0.00,90.30,-0.058,-0.347,0,03:01
27/01/17 05:00,14.19,10.96,257.90,5.599,8.680,260,6.181,9.770,04:34,272.50,-0.045,0.00,91.00,0.188,-0.239,0,04:01
27/01/17 06:00,14.19,10.96,269.40,8.250,10.470,270,5.839,10.470,05:54,272.60,0.805,0.00,88.50,0.954,-0.069,0,05:01
27/01/17 07:00,14.19,10.96,263.40,4.268,7.390,260,5.228,9.670,06:01,257.10,0.998,0.00,89.90,1.110,0.692,0,06:01
27/01/17 08:00,14.19,10.96,278.80,7.640,10.210,270,4.970,10.210,07:56,281.90,1.746,0.00,89.40,1.823,0.983,0,07:01
27/01/17 09:00,14.18,10.98,281.90,6.526,8.230,280,6.213,9.960,08:12,285.90,2.754,0.00,88.90,2.777,1.748,0,08:01
27/01/17 10:00,14.19,11.03,297.50,6.742,11.880,280,6.324,11.880,09:54,295.70,3.412,0.00,88.80,3.427,2.762,0,09:01
27/01/17 11:00,14.18,11.09,307.50,7.630,11.340,290,6.316,11.340,10:57,302.90,4.021,0.00,86.30,4.120,3.400,0,10:01
27/01/17 12:00,14.18,11.14,317.90,6.727,10.340,320,7.060,12.810,11:12,312.30,5.214,0.00,84.70,5.214,4.027,0,11:01
27/01/17 13:00,14.19,11.22,292.20,6.420,9.930,310,6.608,11.720,12:28,303.30,5.453,0.00,80.80,5.917,4.858,0,12:01
27/01/17 14:00,14.18,11.38,297.20,7.120,11.080,300,7.250,13.130,13:29,293.40,5.607,0.00,81.10,5.731,5.271,0,13:01
27/01/17 15:00,14.17,11.53,273.90,6.319,10.660,280,6.289,11.110,14:37,282.10,5.834,0.00,80.80,5.952,5.518,0,14:01
27/01/17 16:00,14.16,11.71,296.10,10.160,16.340,290,7.770,16.340,15:54,293.20,5.787,0.00,82.50,6.196,5.774,0,15:01
27/01/17 17:00,14.16,11.84,287.10,6.991,11.910,300,8.020,12.460,16:12,292.60,5.906,0.00,83.80,5.983,5.792,0,16:01
27/01/17 18:00,14.16,11.97,279.80,7.150,9.510,280,7.070,10.050,17:25,282.30,6.074,0.00,83.10,6.107,5.844,0,17:01
